NAME,SKU,CATEGORY,PRICE,BRAND,DESCRIPTION
50 (2”) 	Outer 	SS 201 	Steel 	1 	60 	270,18590,SS FLANGES,270,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	2 	24 	510,18703,SS FLANGES,510,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
10 (3/8”) Inner 10 (3/8”) Outer 	100 (4”) 	Brass 	Polished CP 	15 150 	290,22006,SS FLANGES,290,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
10 (3/8”) Inner 10 (3/8”) Outer 	150 (6”) 	Brass 	Polished CP 	35 700 	480,22007,SS FLANGES,480,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
A 	15 (1/2”) Inner 15 (1/2”) Outer 	25 (1”) 	Brass 	Polished CP 	30 	600 	100,22011,SS FLANGES,100,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
FG  A 15 (1/2”) Inner 15 (1/2”) Outer 40 (1-1/2”) 	Brass 	French Gold 	25 	500 	350,22012,SS FLANGES,350,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
BL  15 (1/2”) Inner 15 (1/2”) Outer 40 (1-1/2”) 	Brass 	Matt Black 	4 	84 	290,22012A,SS FLANGES,290,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
A 	15 (1/2”) Inner 15 (1/2”) Outer 	50 (2”) 	Brass 	Polished CP 	25 	500 	180,22013,SS FLANGES,180,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
BL  A 15 (1/2”) Inner 15 (1/2”) Outer 65 (2-1/2”) 	Brass 	Matt Black 	5 	160 	270,22014,SS FLANGES,270,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
Product 22015,22015,SS FLANGES,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
L 	15 (1/2”) Inner 15 (1/2”) Outer 	100 (4”) 	Brass 	Polished CP 	2 	90 	365,22016,SS FLANGES,365,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) Inner 15 (1/2”) Outer 	150 (6”) 	Brass 	Polished CP 	2 	96 	595,22018,SS FLANGES,595,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) Inner 15 (1/2”) Outer 	225 (9”) 	Brass 	Polished CP 	2 	96 	1050,22021,SS FLANGES,1050,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
20 (3/4”) Inner 20 (3/4”) Outer 	25 (1”) 	Brass 	Polished CP 	15 	150 	185,22110,SS FLANGES,185,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
20 (3/4”) Inner 20 (3/4”) Outer 65 (2-1/2”) 	Brass 	Polished CP 	15 	540 	325,22114,SS FLANGES,325,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
Product 22015L,22015L,SS FLANGES,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
1.,48IN,SS FLANGES,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
0.,98IN,SS FLANGES,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
2.,0IN,SS FLANGES,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Dark Grey 	4L/Min 	130,22180,SS FLANGES,130,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) Inner 15 (1/2”) Outer 40 (1-1/2”) 	Brass 	Polished CP 5 270 220,22185,SS FLANGES,220,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
Extension Nipple with,NRV,SS FLANGES,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Black 	6L/Min 	15 	540 	125,22183,SS FLANGES,125,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Olive 	2L/Min 	15 	540 	125,22183-2,SS FLANGES,125,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Brown 	3L/Min 	15 	540 	125,22183-3,SS FLANGES,125,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Black Grey 	4L/Min 	15 	540 	125,22183-4,SS FLANGES,125,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Orange 	9L/Min 	30 	600 	125,22183-9,SS FLANGES,125,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) Outer 15 (1/2”) Outer 	50 (2”) 	Brass 	Polished CP 	4 	180 190,22302,SS FLANGES,190,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) Outer 15 (1/2”) Outer 	75 (3”) 	Brass 	Polished CP 	4 	224 310,22303,SS FLANGES,310,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) Outer 15 (1/2”) Outer 	100 (4”) 	Brass 	Polished CP 	2 	90 	380,22304,SS FLANGES,380,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) Outer 15 (1/2”) Outer 	150 (6”) 	Brass 	Polished CP 	2 	96 	630,22306,SS FLANGES,630,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) Outer 15 (1/2”) Outer 	225 (9”) 	Brass 	Polished CP 	2 	96 	850,22309,SS FLANGES,850,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) Outer 15 (1/2”) Outer 	300 (12”) 	Brass 	Polished CP 10 160 1225,22312,SS FLANGES,1225,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
RG  15 (1/2”) 	Inner 	15 (1/2”) 	Inner 	Brass 	Rose Gold 	8 	128 	750,23105,SS FLANGES,750,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
20 (3/4”) 	Inner 	20 (3/4”) 	Inner 	Brass 	Polished CP 	35 	315 	495,23106,SS FLANGES,495,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
25 (1”) 	Inner 	25 (1”) 	Inner 	Brass 	Polished CP 	1 	36 	725	Elbow,23114,SS FLANGES,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Inner 	15 (1/2”) Outer 	Brass 	Polished CP 	10 	80 	260,23231,SS FLANGES,260,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
20 (3/4”) 	Inner 	15 (1/2”) Outer 	Brass 	Polished CP 	15 	300 	520,23232,SS FLANGES,520,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	10 	160 	375,23242,SS FLANGES,375,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Inner 	15 (1/2”) 	Inner 	Brass 	Polished CP 	6 	84 	385,23802,SS FLANGES,385,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Inner 	Outer 	Brass 	Polished CP 	30 	600 	415,23812,SS FLANGES,415,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Inner 	Brass 	Polished CP 	20 	400 	185,23902,SS FLANGES,185,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
20 (3/4”) 	Inner 	Brass 	Polished CP 	20 	400 	260,23903,SS FLANGES,260,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
20 (3/4”) 	15 (1/2”) 	Inner 	Brass 	Polished CP 	35 	700 	235,23905,SS FLANGES,235,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
FG  15 (1/2”) Outer 15 (1/2”) Outer 	35 	Brass French,24102,SS FLANGES,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
20 (3/4”) Outer 20 (3/4”) Outer 	38 	Brass 	CP 	50 500 210,24103,SS FLANGES,210,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
10 (3/8”) Outer 15 (1/2”) Outer 	20 (3/4”) 	Brass 	CP 	40 400 	85,24104,SS FLANGES,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
20 (3/4”) Outer 15 (1/2”) Outer 40 (1-1/2”) 	Brass 	CP 	12 240 200,24105,SS FLANGES,200,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
10 (3/8”) Outer 10 (3/8”) Outer 	25 (1”) 	Brass 	CP 	12 240 100,24106,SS FLANGES,100,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
25 (1”) 	Outer 	25 (1”) 	Outer 	38 	Brass 	CP 	30 	370,24108,SS FLANGES,370,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) Outer 15 (1/2”) Outer 	50 (2”) 	Brass 	CP 	20 	400 	190,24132,SS FLANGES,190,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
20 (3/4”) Outer 15 (1/2”) Outer 	53 	Brass 	CP 	15 	180 	190,24134,SS FLANGES,190,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) Outer 10 (3/8”) 	Inner 	25 (1”) 	Brass 	CP 	20 	400 	130,24205,SS FLANGES,130,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
20 (3/4”) Outer 15 (1/2”) 	Inner 	25 (1”) 	Brass 	CP 	20 	400 	170,24207,SS FLANGES,170,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
25 (1”) 	Outer 20 (3/4”) 	Inner 	25 (1”) 	Brass 	CP 	20 	400 	210,24208,SS FLANGES,210,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
25 (1”) 	Outer 15 (1/2”) 	Inner 	25 (1”) 	Brass 	CP 	1 	36 	360,24209,SS FLANGES,360,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
20 (3/4”) Outer 15 (1/2”) 	Inner 	40 (1-1/2”) 	Brass 	CP 	30 	360 	280	Bush,24211,SS FLANGES,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
RG  	15 (1/2”) 	Outer 	Brass 	Rose Gold 	30 	600 	330,24402,SS FLANGES,330,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
20 (3/4”) 	Outer 	Brass 	Polished CP 	20 	400 	290,24403,SS FLANGES,290,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Inner 	Brass 	Polished CP 	40 	400 	78,24502,SS FLANGES,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
20 (3/4”) 	Inner 	Brass 	Polished CP 	25 	500 	195,24503,SS FLANGES,195,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	13 	Brass 	CP 	20 	400 	150,24902,SS FLANGES,150,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
20 (3/4”) 	20 (3/4”) 	Brass 	CP 	30 	600 	250,24903,SS FLANGES,250,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	13 	Brass 	CP 	30 	600 	150,24922,SS FLANGES,150,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Inner 	10 (3/8”) Outer 	Brass 	CP 	20 	400 	125,24955,SS FLANGES,125,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
20 (3/4”) 	Inner 	15 (1/2”) Outer 	Brass 	CP 	10 	160 	230,24957,SS FLANGES,230,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Brass 	20 	400 	150,25905,SS FLANGES,150,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
20 (3/4”) 	Outer 	Brass 	Brass 	12 	240 	250,25906,SS FLANGES,250,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
25 (1”) 	Outer 	Brass 	Brass 	20 	400 	425,25907,SS FLANGES,425,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
20 (3/4”) 	Inner 	15 (1/2”) Outer 	Brass 	Brass 	1 	1 	285,28007,SS FLANGES,285,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
 E BACK 	RIHT IE A 	LET IE A 	OSE D AIN OE,ENT,HOOSE OOU	HOOSE OOU,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
INK WITH D AIN BOA 	DIE ENT BOW IE ITCHEN INK,ITCHEN,DOUE BOW ITCHEN INK,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
460 (18”) 	405 (16”) 	230 (9”) 	16” x 14” x 9” 	33000 (33L) 	SS 304 	Brushed 	1 	1 	9600,28810, I N K 	B O 	 E,9600,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
535 (21”) 	460 (18”) 	230 (9”) 	19” x 16” x 9” 45000 (45L) 	SS 304 	Brushed 	1 	1 	9980,28815, I N K 	B O 	 E,9980,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
610 (24”) 	460 (18”) 	230 (9”) 	22” x 16” x 9” 52000 (52L) 	SS 304 	Brushed 	1 	1 	10160,28820, I N K 	B O 	 E,10160,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
,460, I N K 	B O 	 E,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
,408, I N K 	B O 	 E,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
,353, I N K 	B O 	 E,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
,483, I N K 	B O 	 E,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
,558, I N K 	B O 	 E,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
765 (30”) 	460 (18”) 	230 (9”) 	28” x 16” x 9” 66000 (66L) 	SS 304 	Brushed 	1 	1 	12760,28825, I N K 	B O 	 E,12760,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
1150 (45”) 	510 (20”) 	230 (9”) 	21” x 18” x 9” 	112000 (56L x 2) 	SS 304 	Brushed 	1 	1 	18260,28880, I N K 	B O 	 E,18260,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
460 (18”) 	405 (16”) 	230 (9”) 	16” x 14” x 9” 	33000 (33L) 	SS 304 	Brushed 	1 	1 	9950,28910, I N K 	B O 	 E,9950,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
535 (21”) 	460 (18”) 	230 (9”) 	19” x 16” x 9” 	45000 (45L) 	SS 304 	Brushed 	1 	1 	10890,28915, I N K 	B O 	 E,10890,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
940 (37”) 	460 (18”) 	230 (9”) 	17” x 16.5” x 9” 	82000 (41L x 2) 	SS 304 	Brushed 	1 	1 	16690,28875, I N K 	B O 	 E,16690,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
,940, I N K 	B O 	 E,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
,510, I N K 	B O 	 E,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
,1150, I N K 	B O 	 E,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
,458, I N K 	B O 	 E,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
610 (24”) 	460 (18”) 	230 (9”) 	22” x 16” x 9” 	52000 (52L) 	SS 304 	Brushed 	1 	1 	11550,28920, I N K 	B O 	 E,11550,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
765 (30”) 	460 (18”) 	230 (9”) 	28” x 16” x 9” 	66000 (66L) 	SS 304 	Brushed 	1 	1 	13190,28925, I N K 	B O 	 E,13190,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
940 (37”) 	460 (18”) 	230 (9”) 	17” x 16.5” x 9” 	17” x 16.5” x 9” 	82000 (41L x 2) 	SS 304 	Brushed,29020, I N K 	B O 	 E,21480,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
1150 (45”) 	510 (20”) 	230 (9”) 	21” x 18” x 9” 	21” x 18” x 9” 	112000 (56L x 2) 	SS 304 	Brushed 	,29027, I N K 	B O 	 E,22990,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
,560, I N K 	B O 	 E,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
,765, I N K 	B O 	 E,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
,432, I N K 	B O 	 E,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
 	419,419, I N K 	B O 	 E,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
,457, I N K 	B O 	 E,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
 	533,533, I N K 	B O 	 E,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
940 (37”) 	460 (18”) 	230 (9”) 	17” x 16” x 9” 	40000 (40L) 	Left or Right 	SS 304 	Brushed 	1 	1 	2,29070, I N K 	B O 	 E,20950,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
940 (37”) 	460 (18”) 	200 (8”) 	16” x 14” x 8” 	29000 (29L) 	Left or Right 	SS 304 	Brushed 	8490,29072, I N K 	B O 	 E,8490,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
6C 	17” 	380 (15”) 	125 (5”) 	14” X 10” x 5” 	11.5 L 	SS 304 	Brushed 	5630,C9300, I N K 	B O 	 E,5630,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	125 (5”) 	150 (6”) 	ABS 	Matt Black 	Black 	1 	10 	1980,C4400-V2, I N K 	B O 	 E,1980,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	SS 304 	Brushed 	1 	4 	7450,29242, I N K 	B O 	 E,7450,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
SS 304 	Brushed 	1 	4 	8190,29280, I N K 	B O 	 E,8190,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
SS 304 	Brushed 	1 	4 	15590,29290, I N K 	B O 	 E,15590,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
SS 304 	Brushed 	1 	4 	6990,29318, I N K 	B O 	 E,6990,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
37728 29390 2 	72 	380,29320,HEAIN,380,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	SS 304 	Brushed 	1 	36 	9980,29390, I N K 	B O 	 E,9980,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
M 24 X 1 	Brass & ABS 	Polished CP 	10 	360 	555,29495, I N K 	B O 	 E,555,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
M 18 X 1 	Inner 	M 22 	Outer 	Brass 	CP 	10 	360 	90,29496, I N K 	B O 	 E,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
M 20 	Inner 	M 22 	Outer 	Brass 	CP 	1 	1 	90,29498, I N K 	B O 	 E,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
BL  	15 (1/2”) 	Inner 	SS 304 	Matt Black 	1 	20 	3650,37728, I N K 	B O 	 E,3650,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
450 (18”) 400 (16”) 200 (8”) 16” x 14” x 8” 29000 (29L) SS 304 Glossy 1 	1 5480,30810, I N K 	B O 	 E,5480,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
600 (24”) 450 (18”) 200 (8”) 22” x 16” x 8” 45000 (45L) SS 304 Glossy 1 18 7580,30820, I N K 	B O 	 E,7580,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	8 	1290,37607, I N K 	B O 	 E,1290,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	6 	3430,37611, I N K 	B O 	 E,3430,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	12 	2990,37614, I N K 	B O 	 E,2990,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	9 	1870,37616, I N K 	B O 	 E,1870,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	12 	3240,37636, I N K 	B O 	 E,3240,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	48 	1480,37638, I N K 	B O 	 E,1480,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	48 	2295,37640, I N K 	B O 	 E,2295,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	32 	860,37644, I N K 	B O 	 E,860,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	48 	1495,37647, I N K 	B O 	 E,1495,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	12 	1240,37650, I N K 	B O 	 E,1240,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	48 	1130,37642, I N K 	B O 	 E,1130,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	4730,37660, I N K 	B O 	 E,4730,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	30 	535,37694, I N K 	B O 	 E,535,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Inner 	15 (1/2”) 	Inner 	Brass 	Polished CP 	1 	30 	1370,37685, I N K 	B O 	 E,1370,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
20 (3/4”) 	Inner 	20 (3/4”) 	Inner 	Brass 	Polished CP 	1620,37686, I N K 	B O 	 E,1620,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	30 	1335,37696, I N K 	B O 	 E,1335,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	60 	-,37690, I N K 	B O 	 E,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	5785,37736,COMMING SOON,5785,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	48 	2490,37738,COMMING SOON,2490,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	1830,37742,COMMING SOON,1830,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	2745,37747,COMMING SOON,2745,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	1940,37750,COMMING SOON,1940,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	7890,37760,COMMING SOON,7890,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	12 	1470,37794,COMMING SOON,1470,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
